@RELATION bag

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE word STRING

@DATA
ham, "attached"
ham, "attack,"
ham, "atten"
ham, "attend"
ham, "attended"
ham, "attending"
ham, "attention"
ham, "attitude"
ham, "attraction.i"
ham, "attracts"
ham, "attributed"
ham, "auction..e"
ham, "auction:)punj"
ham, "audiitions"
ham, "audition"
ham, "audrey's"
ham, "aunt"
ham, "aunties"
ham, "aunts"
ham, "aunty"
ham, "aunty!d"
ham, "aunty's"
ham, "ause"
ham, "aust"
ham, "authorise"
ham, "auto"
ham, "autocorrectBusy"
ham, "av"
ham, "available!ail."
ham, "available.they"
ham, "available?"
ham, "avalarr"
ham, "avatar"
ham, "aven't"
ham, "avent"
ham, "avenue"
ham, "avin"
ham, "avity.."
ham, "avo"
ham, "avoid"
ham, "avoiding"
ham, "avoids"
ham, "aw"
ham, "awake"
ham, "awake?"
ham, "away."
ham, "away?"
ham, "awesome"
ham, "awesome,"
ham, "awkward."
ham, "ax"
ham, "ayn"
ham, "ayo"
ham, "ays"
ham, "b'coz"
ham, "b'day."
ham, "b,"
ham, "b.T&C's"
ham, "ba"
ham, "babe!"
ham, "babe?"
ham, "babeipost"
ham, "babeount"
ham, "babes."
ham, "babies"
ham, "babies!wo"
ham, "baby,"
ham, "baby."
ham, "baby?"
ham, "babyjontet!"
ham, "babysit"
ham, "babysitting"
ham, "bac"
ham, "back,"
ham, "back."
ham, "back.."
ham, "back..."
ham, "back.ate"
ham, "back.ere"
ham, "back.f"
ham, "back.rry"
ham, "back?.a"
ham, "back?h"
ham, "back?honic"
ham, "back?ving"
ham, "backnd"
ham, "bad"
ham, "bad!"
ham, "bad,"
ham, "bad-"
ham, "bad."
ham, "badimya..pls"
ham, "badly"
ham, "bag"
ham, "bag..i"
ham, "bags,"
ham, "bags."
ham, "baig"
ham, "bak"
ham, "bakra"
ham, "bakrid!"
ham, "baller."
ham, "balloon!child"
ham, "bambling"
ham, "bandages"
ham, "bang"
ham, "bank"
ham, "banks"
ham, "banterday"
ham, "bao"
ham, "bar"
ham, "barcelona."
ham, "bare"
ham, "barely"
ham, "bari"
ham, "barolla.."
ham, "barred"
ham, "barrel"
ham, "barring"
ham, "bars"
ham, "base"
ham, "base'll"
ham, "bash"
ham, "basic"
ham, "basically"
ham, "basket's"
ham, "basketball."
ham, "basq!ihave"
ham, "bat"
ham, "bat:)"
ham, "batch"
ham, "batch!"
ham, "batchlor"
ham, "bath"
ham, "bath:-)r"
ham, "bathe"
ham, "bathe."
ham, "bathe..."
ham, "bather"
ham, "bathing"
ham, "bathing...lift"
ham, "bathroom,"
ham, "batsman:-)ber"
ham, "batt"
ham, "battery"
ham, "battle."
ham, "bawling"
ham, "bay."
ham, "bb"
ham, "bb's"
ham, "bb."
ham, "bc"
ham, "bcaz"
ham, "bck."
ham, "bcoz"
ham, "bcum"
ham, "bcums"
ham, "bcz"
ham, "bday"
ham, "bday,"
ham, "be."
ham, "be..."
ham, "beach"
ham, "beads"
ham, "bear"
ham, "beatings"
ham, "beauties"
ham, "beautiful"
ham, "beautiful,"
ham, "beautiful,May"
ham, "beauty"
ham, "bec"
ham, "becoz"
ham, "becz"
ham, "bed"
ham, "bed!"
ham, "bed!rye"
ham, "bed,"
ham, "bed."
ham, "bed..."
ham, "bed...he"
ham, "bed.yone"
ham, "bed?"
ham, "bed?k"
ham, "bedCall"
ham, "bedbut"
ham, "bedreal"
ham, "bedrm"
ham, "bedrm-$900...ws"
ham, "bedroom...at"
ham, "beeen"
ham, "beehoon..."
ham, "been?"
ham, "beendropping"
ham, "beer"
ham, "beers"
ham, "befor"
ham, "before,"
ham, "before."
ham, "before..."
ham, "before.went"
ham, "before?ale"
ham, "before?that"
ham, "beforehand."
ham, "beggar.Upd8"
ham, "begging"
ham, "begin"
ham, "begins"
ham, "begun"
ham, "behalf"
ham, "behave"
ham, "behind"
ham, "behind..."
ham, "bein"
ham, "believe.139WAve"
ham, "believe.n"
ham, "believe.x"
ham, "belive"
ham, "bell"
ham, "bellearlier"
ham, "belligerentnd"
ham, "belly"
ham, "belong"
ham, "belongs"
ham, "belovd"
ham, "beloved"
ham, "belt,"
ham, "ben"
ham, "bend"
ham, "beneath"
ham, "beneficiary"
ham, "benefits"
ham, "ber"
ham, "beside"
ham, "best:)congrats...calling"
ham, "best?arently"
ham, "best?rply"
ham, "bestould"
ham, "bet"
ham, "beta..."
ham, "betta"
ham, "better"
ham, "better,"
ham, "better."
ham, "better..mprove"
ham, "better.two"
ham, "beverage"
ham, "bevies.waz"
ham, "beyond"
ham, "bf"
ham, "bf..."
ham, "bffs"
ham, "bfoing"
ham, "bfore"
ham, "bhaskar,"
ham, "bhayandar"
ham, "bian"
ham, "biatch!"
ham, "bids"
ham, "big"
ham, "big!"
ham, "big,"
ham, "big..|"
ham, "big?"
ham, "bigger"
ham, "bigger?ou!"
ham, "bike?lark"
ham, "billion"
ham, "billy"
ham, "bilo"
ham, "bimbo"
ham, "bin"
ham, "biola's"
ham, "bird!"
ham, "birds..."
ham, "birla"
ham, "birth"
ham, "birthdate"
ham, "birthday"
ham, "birthday."
ham, "birthday..."
ham, "birthday...eep"
ham, "birthday.allertune"
ham, "birthday.f"
ham, "birthday.r"
ham, "birthday.s"
ham, "birthday?"
ham, "birthday?oes"
ham, "bishan"
ham, "bishan?"
ham, "bit"
ham, "bit,"
ham, "bit..."
ham, "bit.ther"
ham, "bit?"
ham, "bite"
ham, "bites"
ham, "bk"
ham, "black"
ham, "black..and"
ham, "blackberry"
ham, "blah"
ham, "blah..."
ham, "blake's"
ham, "blame"
ham, "blank"
ham, "blank?"
ham, "blanked"
ham, "blanket"
ham, "blankets"
ham, "blastin.."
ham, "bleak,"
ham, "bleh."
ham, "bleh.s"
ham, "bless!"
ham, "bless.get"
ham, "blessed"
ham, "blessing"
ham, "blessings"
ham, "blessings!"
ham, "blimey,"
ham, "block"
ham, "blocked"
ham, "blog.thnk"
ham, "blogging"
ham, "bloke"
ham, "bloke's"
ham, "bloo"
ham, "blood"
ham, "blood,blood"
ham, "bloody"
ham, "blowing"
ham, "blown"
ham, "blue"
ham, "bluff"
ham, "blur"
ham, "blur..."
ham, "bluray"
ham, "bo"
ham, "board"
ham, "boat"
ham, "boat."
ham, "body"
ham, "body?RK"
ham, "boggy"
ham, "bold"
ham, "bold,"
ham, "bold.u"
ham, "bold2"
ham, "bollox"
ham, "bomb"
ham, "bone"
ham, "bong"
ham, "boo"
ham, "boobs.eeing"
ham, "book..."
ham, "book?"
ham, "booked"
ham, "bookedthe"
ham, "bookll"
ham, "books"
ham, "books,"
ham, "bookshelfvisitinghave"
ham, "boost"
ham, "booty"
ham, "booty...ga"
ham, "borderline"
ham, "bored!"
ham, "bored."
ham, "bored..."
ham, "bored...like"
ham, "bored...prasad."
ham, "boring"
ham, "boring.ne"
ham, "boring?!"
ham, "born!d"
ham, "born,"
ham, "borrow"
ham, "borrow?es"
ham, "boss"
ham, "boss?MAL"
ham, "boston"
ham, "boston,"
ham, "boston."
ham, "bot"
ham, "both"
ham, "both!"
ham, "both."
ham, "bother"
ham, "bother,"
ham, "bother."
ham, "bother?"
ham, "bothering"
ham, "bothers."
ham, "bottle"
ham, "bottle."
ham, "bottom"
ham, "bottom...t"
ham, "bought"
ham, "bought”braindance”a"
ham, "boundaries."
ham, "bowa?"
ham, "bowl"
ham, "bowle"
ham, "bowls"
ham, "boxas"
ham, "boxnder"
ham, "boxpast"
ham, "boy"
ham, "boy-y?"
ham, "boy?"
ham, "boye"
ham, "boye,"
ham, "boye."
ham, "boyfriend"
ham, "boys"
ham, "boys."
ham, "boytoy"
ham, "boytoy!"
ham, "boytoy."
ham, "boytoy?"
ham, "bpo.."
ham, "brah,"
ham, "brain"
ham, "brains"
ham, "brainy"
ham, "brand?t"
ham, "bras"
ham, "brats"
ham, "braved"
ham, "bread"
ham, "bread,"
ham, "breadstick."
ham, "break"
ham, "break!"
ham, "break,"
ham, "break."
ham, "break:)."
ham, "breakand"
ham, "breakfast"
ham, "breaking"
ham, "breathe"
ham, "breather."
ham, "breathing"
ham, "breeze..."
ham, "breezy"
ham, "bribe"
ham, "brick"
ham, "bridge"
ham, "bridgwater"
ham, "brief"
ham, "bright"
ham, "brighten"
ham, "brilliant"
ham, "brilliant...1thing.i"
ham, "brilliantly.day"
ham, "brin"
ham, "bring"
ham, "brisk"
ham, "brison"
ham, "bro"
ham, "bro."
ham, "broad"
ham, "broke"
ham, "broken"
ham, "brolly"
ham, "bros"
ham, "brosess"
ham, "brosn"
ham, "broth"
ham, "brothas"
ham, "brothas?"
ham, "brothas?ervice"
ham, "brother"
ham, "brother,.;-):-D"
ham, "brother."
ham, "brother.ll"
ham, "brother€˜s"
ham, "brownie"
ham, "brownies"
ham, "browser"
ham, "browsin"
ham, "bruce"
ham, "brum!"
ham, "bruv!81513."
ham, "bruv,"
ham, "bs"
ham, "bsn"
ham, "bsnl"
ham, "bt....hmm"
ham, "btw"
ham, "btwn"
ham, "bucks"
ham, "bucks,"
ham, "bucks."
ham, "bud"
ham, "bud,"
ham, "budget"
ham, "budn"
ham, "buen"
ham, "buff"
ham, "buffet"
ham, "buffet..."
ham, "buffg"
ham, "bugis"
ham, "bugis."
ham, "bugis..."
ham, "build"
ham, "building"
ham, "built"
ham, "bunch"
ham, "bunkers"
ham, "buns"
ham, "buns!"
ham, "burden"
ham, "burger"
ham, "burgundy"
ham, "burial."
ham, "burn,"
ham, "burning"
ham, "burns"
ham, "burnt"
ham, "burrito,"
ham, "bus"
ham, "bus!"
ham, "bus."
ham, "bus.."
ham, "bus8,22,65,61,66,382."
ham, "bus?t"
ham, "buses"
ham, "busetop"
ham, "business"
ham, "busmas"
ham, "busng"
ham, "busy...row"
ham, "busy.AT"
ham, "busy.i"
ham, "busyending"
ham, "but,"
ham, "butt"
ham, "butt."
ham, "butt.irts,"
ham, "butting"
ham, "buttons"
ham, "buy"
ham, "buy."
ham, "buy.."
ham, "buy..."
ham, "buy.egarding"
ham, "buy:)Jez"
ham, "buy?"
ham, "buyer"
ham, "buyers.cash"
ham, "buying"
ham, "buying..."
ham, "buying?"
ham, "buythings.."
ham, "buzylar..."
ham, "buzyr"
ham, "buzyt"
ham, "buzz"
ham, "bw"
ham, "by,"
ham, "by?"
ham, "bye"
ham, "bye."
ham, "by”leafcutter"
ham, "b’day"
ham, "b’day,"
ham, "b€˜ham."
ham, "c,"
ham, "c..."
ham, "cThen"
ham, "cabin"
ham, "cafe"
ham, "cake,"
ham, "cake...n"
ham, "cakes."
ham, "cal"
ham, "cal."
ham, "calculated"
ham, "calculation"
ham, "calculation."
ham, "cali's"
ham, "calicut?ncies"
ham, "calicutd"
ham, "calicutthe"
ham, "california"
ham, "california."
ham, "california.behind"
ham, "call,"
ham, "call,coz"
ham, "call.drove"
ham, "call.lirt"
ham, "call.n"
ham, "call.rough"
ham, "call.urgent."
ham, "call;"
ham, "calld"
ham, "called."
ham, "callertune"
ham, "callin"
ham, "calling."
ham, "calling.Forgot"
ham, "calling.rather"
ham, "callingy"
ham, "callk"
ham, "callon"
ham, "callore"
ham, "callr"
ham, "calls..messages..missed"
ham, "callsn"
ham, "callstflix"
ham, "callwerful"
ham, "calm"
ham, "cam,"
ham, "camerain"
ham, "camp"
ham, "campus"
ham, "campus."
ham, "campus?"
ham, "campusing"
ham, "camry"
ham, "can't"
ham, "can't,"
ham, "can,"
ham, "can."
ham, "can..."
ham, "can...prob.....een"
ham, "can.dont"
ham, "can?"
ham, "can?use"
ham, "canada"
ham, "canal."
ham, "cancel,"
ham, "canceled,"
ham, "cancelled"
ham, "cancer."
ham, "cancerayer"
ham, "canie"
ham, "canlove"
ham, "cann't"
ham, "cannot"
ham, "cannot?"
ham, "cant"
ham, "cant.ntention"
ham, "cantdo"
ham, "canteen"
ham, "can’t"
ham, "can€˜t"
ham, "capacity"
ham, "cappuccino"
ham, "cappuccino*"
ham, "caps."
ham, "captain"
ham, "captaining"
ham, "car"
ham, "car."
ham, "car..."
ham, "car...nt"
ham, "car..ente"
ham, "car.so"
ham, "car?k"
ham, "carUNCH."
ham, "carago,"
ham, "card!"
ham, "card."
ham, "cardiff"
ham, "cardin"
ham, "cards"
ham, "care!"
ham, "care,"
ham, "care,whoever"
ham, "care."
ham, "care.."
ham, "care..swt"
ham, "care.insha"
ham, "care.od"
ham, "care.out"
ham, "care.s"
ham, "care.ughing"
ham, "care.umma"
ham, "care:-)rrect.!"
ham, "careNATOR"
ham, "careabout"
ham, "carearents.:)i"
ham, "cared"
ham, "cared,"
ham, "careful"
ham, "carefully:"
ham, "carehough."
ham, "careless.s"
ham, "cares"
ham, "caring"
ham, "caring,"
ham, "carlin"
ham, "carlos"
ham, "carlos,"
ham, "carly"
ham, "carolina"
ham, "caroline"
ham, "caroline!"
ham, "carpark.spers*"
ham, "carry"
ham, "carryin"
ham, "cars"
ham, "cars."
ham, "carsas"
ham, "cart"
ham, "cartons"
ham, "cartoon"
ham, "cartoon,"
ham, "case"
ham, "case."
ham, "case..."
ham, "cash,"
ham, "cashed"
ham, "cashused?"
ham, "casing"
ham, "casting"
ham, "castor?"
ham, "casualty"
ham, "cat"
ham, "catch"
ham, "catchWTF.oy"
ham, "catches"
ham, "catching"
ham, "categories"
ham, "caught"
ham, "cause"
ham, "causes"
ham, "causing"
ham, "cave."
ham, "caveboyA"
ham, "cbe"
ham, "cbe."
ham, "cbenyone."
ham, "ccna"
ham, "ccomodate."
ham, "ccordingly.or"
ham, "cd"
ham, "ceiling.rs"
ham, "celebrate"
ham, "celebrate."
ham, "celebration"
ham, "cell"
ham, "cell?"
ham, "census."
ham, "centre"
ham, "centree"
ham, "century"
ham, "cereals."
ham, "certainly"
ham, "certificate"
ham, "cha"
ham, "chad"
ham, "chain"
ham, "chain."
ham, "challenge"
ham, "challenge?"
ham, "challenging"
ham, "champ"
ham, "champlaxigating,"
ham, "chance,"
ham, "chance."
ham, "change"
ham, "change,"
ham, "change."
ham, "changed"
ham, "changed."
ham, "changes"
ham, "changing"
ham, "channel:-):-):):-).in'."
ham, "chapel"
ham, "chapter"
ham, "character"
ham, "character?eeting"
ham, "characters..."
ham, "charles"
ham, "charlie"
ham, "charming"
ham, "chase"
ham, "chastity"
ham, "chat."
ham, "chat...ASE"
ham, "chat..t"
ham, "chatere"
ham, "chatting"
ham, "cheap!"
ham, "cheap:-)e"
ham, "cheaper"
ham, "cheaper."
ham, "cheat"
ham, "cheating."
ham, "chechi"
ham, "chechi."
ham, "chechi.e"
ham, "check"
ham, "check,"
ham, "check."
ham, "check.Call"
ham, "check?"
ham, "checkboxes"
ham, "checked"
ham, "checking"
ham, "checkup"
ham, "cheek"
ham, "cheers."
ham, "cheery"
ham, "cheese"
ham, "cheese."
ham, "cheesy"
ham, "cheetos"
ham, "chennai"
ham, "chennai.rm?omw"
ham, "chennai:)"
ham, "chennai:)because"
ham, "chennai:)i"
ham, "chennai:-)"
ham, "chennai:-)Text"
ham, "chennai?e."
ham, "cheque.rts?"
ham, "cherish"
ham, "cherthala.in"
ham, "chess"
ham, "chest"
ham, "chex"
ham, "cheyyamo?and"
ham, "chez"
ham, "chic."
ham, "chick"
ham, "chicken"
ham, "chickened"
ham, "chief,"
ham, "chikku"
ham, "chikku,"
ham, "chikku.."
ham, "chikku..:-)"
ham, "chikku..ali"
ham, "chikku..going"
ham, "chikku..il"
ham, "chikku..k,"
ham, "chikku..simple"
ham, "chikku..wat"
ham, "chikku:-)"
ham, "chikku:-):-DB-)nd"
ham, "chikku:-);-)B-)"
ham, "child's"
ham, "childish"
ham, "childporn"
ham, "children"
ham, "chile,"
ham, "chill"
ham, "chillaxin,"
ham, "chillin"
ham, "china"
ham, "china.lcomes"
ham, "chinchillas"
ham, "chinese"
ham, "chinese."
ham, "chinky"
ham, "chiong"
ham, "chip"
ham, "chocolate"
ham, "choices"
ham, "choosing"
ham, "chop"
ham, "chords"
ham, "chores"
ham, "christ"
ham, "christmas."
ham, "christmassy"
ham, "chuck.:-)"
ham, "chuckin"
ham, "church"
ham, "church.."
ham, "cine"
ham, "cine..."
ham, "cinema,"
ham, "cinema."
ham, "cinema?"
ham, "citizen"
ham, "city.Y"
ham, "citylink"
ham, "ck"
ham, "cl"
ham, "claire"
ham, "clarification..."
ham, "clarify"
ham, "clas..rhythm"
ham, "clash..."
ham, "class,"
ham, "class."
ham, "class.0"
ham, "class.?"
ham, "class.And"
ham, "class.day"
ham, "class.few"
ham, "class.nd"
ham, "class.o"
ham, "class.se"
ham, "class.�200"
ham, "class:-)t"
ham, "class?g"
ham, "class?ou"
ham, "classes"
ham, "classes,"
ham, "classights...Excellent"
ham, "classmates?"
ham, "classsentence"
ham, "claypot"
ham, "cld"
ham, "clean"
ham, "clean,"
ham, "clean..."
ham, "cleaning"
ham, "cleaningime"
ham, "clear"
ham, "clear,"
ham, "cleared"
ham, "clearer..y"
ham, "clearing"
ham, "clearly"
ham, "clearly."
ham, "clever"
ham, "cliff"
ham, "cliffs"
ham, "clock"
ham, "clock,"
ham, "clock."
ham, "clock.ther"
ham, "clocks"
ham, "close"
ham, "close?"
ham, "closeby"
ham, "closed"
ham, "closed,including"
ham, "closed.so"
ham, "closee"
ham, "closer"
ham, "closer.."
ham, "closes"
ham, "closes?s"
ham, "cloth"
ham, "clothes"
ham, "clothes,"
ham, "cloud"
ham, "clover"
ham, "clue,"
ham, "cm"
ham, "cme"
ham, "cme."
ham, "cn"
ham, "coach"
ham, "coast..."
ham, "coastgood:)when"
ham, "coat"
ham, "coaxing"
ham, "coccooning"
ham, "cochin"
ham, "coco"
ham, "coffee"
ham, "coffeets"
ham, "coherently,"
ham, "coimbatore.see"
ham, "coin"
ham, "coins"
ham, "coins."
ham, "coins???"
ham, "colanyoffeets"
ham, "cold"
ham, "cold!"
ham, "cold,"
ham, "cold."
ham, "cold..heard"
ham, "collages"
ham, "collapsed"
ham, "collected"
ham, "collecting"
ham, "collecting.ckport,"
ham, "colleg?"
ham, "college"
ham, "college."
ham, "college.oad"
ham, "college?in,"
ham, "college?northampton"
ham, "college?xx"
ham, "collegeWhat"
ham, "color"
ham, "color#"
ham, "colourful"
ham, "colours"
ham, "comb"
ham, "combination!"
ham, "combine"
ham, "come..."
ham, "come...you"
ham, "come..til"
ham, "come.e"
ham, "come.n"
ham, "come.ting"
ham, "come:)i"
ham, "come?"
ham, "come?ch."
ham, "come?ri"
ham, "comedy"
ham, "comedy..cant"
ham, "comes!"
ham, "comes,"
ham, "comes.."
ham, "comes.E"
ham, "comes?l"
ham, "comet"
ham, "comfey;"
ham, "comfort"
ham, "comin"
ham, "comin."
ham, "comin...d"
ham, "coming"
ham, "coming."
ham, "coming.anged"
ham, "coming.tmorow"
ham, "coming?"
ham, "coming?its"
ham, "coming?onney"
ham, "comingdown"
ham, "command...e.e"
ham, "commentfor"
ham, "commercial"
ham, "commercial?he"
ham, "commit"
ham, "common"
ham, "common."
ham, "comp.ofstuff"
ham, "company"
ham, "company."
ham, "companyking"
ham, "compigh"
ham, "complacent...ays"
ham, "complain"
ham, "complaining"
ham, "complainingfollowing"
ham, "complaint"
ham, "complete"
ham, "complete."
ham, "completed"
ham, "completes"
ham, "completing..ai"
ham, "complexities"
ham, "comprehensive"
ham, "compromised"
ham, "compulsory"
ham, "computational"
ham, "computer.."
ham, "computer?"
ham, "computerless."
ham, "computers?also"
ham, "con"
ham, "concentrate"
ham, "concentrating"
ham, "concentration"
ham, "concern"
ham, "concert?"
ham, "conclusion"
ham, "condition..and"
ham, "conditions?18720201"
ham, "conducts"
ham, "conected."
ham, "conference"
ham, "confidence"
ham, "confidence,"
ham, "confidence.."
ham, "configure"
ham, "confirm."
ham, "confirm/deny"
ham, "confirmd"
ham, "confirmed"
ham, "confirmed..."
ham, "confirmed?"
ham, "conform"
ham, "conform.na"
ham, "confused"
ham, "confused..."
ham, "confuses"
ham, "congrats"
ham, "connections"
ham, "connections,"
ham, "cons..."
ham, "consensus"
ham, "consent"
ham, "conserve"
ham, "consider"
ham, "considering"
ham, "considering...athe"
ham, "consistently"
ham, "constant"
ham, "constantly"
ham, "contacts"
ham, "contains"
ham, "contented"
ham, "contents"
ham, "continent?st."
ham, "continue"
ham, "contribute"
ham, "control"
ham, "convenience.re"
ham, "conversations"
ham, "converted"
ham, "converter"
ham, "convey"
ham, "conveying"
ham, "convince"
ham, "convincing..just"
ham, "convincing.sometime"
ham, "cook"
ham, "cooked"
ham, "cooked."
ham, "cookies"
ham, "cookies."
ham, "cooking"
ham, "cooking."
ham, "cool"
ham, "cool!"
ham, "cool."
ham, "coolt"
ham, "cooped"
ham, "cooperative"
ham, "copied"
ham, "copies."
ham, "coping"
ham, "copy"
ham, "corect"
ham, "cornwall."
ham, "corporation"
ham, "corrct"
ham, "correct.!"
ham, "correct.ast,"
ham, "correction."
ham, "correction?or"
ham, "correctly...Active"
ham, "corrupt"
ham, "corvettes"
ham, "cos"
ham, "cos..."
ham, "cosign"
ham, "cost.flash."
ham, "cost?hey"
ham, "costs,"
ham, "costume."
ham, "costumes."
ham, "couch"
ham, "cough"
ham, "coughing"
ham, "coulda"
ham, "couldn't"
ham, "couldn’t"
ham, "count"
ham, "countin"
ham, "country."
ham, "country.ur"
ham, "counts"
ham, "coupla"
ham, "courage"
ham, "course"
ham, "course."
ham, "course..."
ham, "course:)'snot"
ham, "course?"
ham, "court."
ham, "courtroom"
ham, "cousin"
ham, "cousin...setting"
ham, "cover"
ham, "coveragd"
ham, "covers"
ham, "coz"
ham, "cozy."
ham, "cr"
ham, "crab"
ham, "crab.."
ham, "crammed"
ham, "cramps"
ham, "crap"
ham, "crash"
ham, "crashed"
ham, "crashing"
ham, "crave"
ham, "craving"
ham, "craziest"
ham, "crazy,"
ham, "crazy."
ham, "crazy.."
ham, "crazycomuk.net"
ham, "cream"
ham, "cream..."
ham, "creative."
ham, "creativity"
ham, "credit!"
ham, "creditFREEPHONE"
ham, "creep"
ham, "creepy"
ham, "cres,ubi"
ham, "cribe"
ham, "cricket"
ham, "cricketer"
ham, "crickiting"
ham, "cried"
ham, "crisis"
ham, "crore"
ham, "crossing"
ham, "crowd"
ham, "crucial"
ham, "cruisin"
ham, "crushes..!!!;-)"
ham, "cry"
ham, "cry."
ham, "cry..."
ham, "cstore"
ham, "cting"
ham, "ction"
ham, "ctla"
ham, "cud"
ham, "cuddle"
ham, "cuddle!"
ham, "cuddled"
ham, "cuddling"
ham, "cuddling.."
ham, "cudnt"
ham, "cultures"
ham, "cum?"
ham, "cumming"
ham, "cup"
ham, "cupboard"
ham, "cuppaur"
ham, "curfew."
ham, "curious"
ham, "curry"
ham, "curtsey?"
ham, "custom"
ham, "cut"
ham, "cut."
ham, "cut?"
ham, "cute"
ham, "cute:)"
ham, "cutest"
ham, "cutie."
ham, "cutting"
ham, "cuz"
ham, "cya...dline."
ham, "cyclists"
ham, "cysts."
ham, "d."
ham, "d.t"
ham, "d:).very"
ham, "d:START"
ham, "dB"
ham, "da"
ham, "da,"
ham, "da."
ham, "da.."
ham, "da..al"
ham, "da..always"
ham, "da..jst"
ham, "da..ke"
ham, "da..me"
ham, "da..please:)re"
ham, "da..today"
ham, "da.a"
ham, "da.ess?"
ham, "da.i"
ham, "da.ing?ll"
ham, "da.mobile"
ham, "da.nd"
ham, "da.or..."
ham, "da.r"
ham, "da.u"
ham, "da.wear"
ham, "da.y"
ham, "da:)"
ham, "da:)do"
ham, "da:)good"
ham, "da:)he"
ham, "da:)how"
ham, "da:)i"
ham, "da:)n"
ham, "da:)nalla"
ham, "da:)urgent:)e"
ham, "da:)whats"
ham, "da:)where"
ham, "da:)ys"
ham, "da:-)i"
ham, "da:-)ode"
ham, "dabbles"
ham, "dad"
ham, "dad's"
ham, "dad."
ham, "daddy"
ham, "daddy..."
ham, "dadition"
ham, "dae"
ham, "daily"
ham, "daily:)"
ham, "damn"
ham, "dancce"
ham, "dance"
ham, "dancin,"
ham, "dancing"
ham, "danessons"
ham, "dang!"
ham, "danger."
ham, "dangerousion..."
ham, "dao"
ham, "dare"
ham, "dark."
ham, "darker"
ham, "darkness,"
ham, "darlin"
ham, "darlin!im"
ham, "darlin.."
ham, "darlings"
ham, "darlings!"
ham, "darren"
ham, "dary"
ham, "dat"
ham, "dat's"
ham, "dat."
ham, "dat.."
ham, "dat?en"
ham, "data"
ham, "date."
ham, "date?"
ham, "datese"
ham, "dats"
ham, "dawe"
ham, "dawns"
ham, "day!!"
ham, "day!From"
ham, "day!busty"
ham, "day,"
ham, "day,has"
ham, "day.!"
ham, "day.."
ham, "day..."
ham, "day..:)216+"
ham, "day..g"
ham, "day.2geva,"
ham, "day.Which"
ham, "day.e"
ham, "day.g"
ham, "day.ideidn't"
ham, "day.ing"
ham, "day.iss"
ham, "day.lor."
ham, "day.nds"
ham, "day.ng..."
ham, "day.one"
ham, "day.u,"
ham, "day.urden"
ham, "day:)except"
ham, "day?"
ham, "day?ing"
ham, "day?m"
ham, "day?sorry."
ham, "daya.mobile"
ham, "dayames"
ham, "daye"
ham, "dayghtoffers"
ham, "dayng"
ham, "dayonstantly"
ham, "dayorrow"
ham, "days..."
ham, "days.he"
ham, "days.n"
ham, "days.so"
ham, "days.will"
ham, "days.Ã¨n"
ham, "dayser"
ham, "daysg"
ham, "dayt"
ham, "daywith"
ham, "de"
ham, "de."
ham, "de.am"
ham, "de.dering"
ham, "de.dont"
ham, "de:-)"
ham, "de:-)."
ham, "dead"
ham, "dead!Well"
ham, "dead."
ham, "dead.."
ham, "dead..."
ham, "dead?"
ham, "deal"
ham, "deal...Farm"
ham, "deal:-)"
ham, "dealer"
ham, "dealer's"
ham, "dealing!"
ham, "dealingas."
ham, "dear"
ham, "dear,"
ham, "dear-loving"
ham, "dear."
ham, "dear.."
ham, "dear...i"
ham, "dear..e"
ham, "dear..i"
ham, "dear..ow"
ham, "dear..slp"
ham, "dear..stay"
ham, "dear.Rakheshdr"
ham, "dear.hmad"
ham, "dear.nd"
ham, "dear.take"
ham, "dear5.05xt8"
ham, "dear?"
ham, "dear?y"
ham, "dearOWN.DONTMATTER"
ham, "dearack"
ham, "dearad"
ham, "dearce..ted"
ham, "dearct"
ham, "deare"
ham, "deareams"
ham, "deared"
ham, "dearer"
ham, "dearly"
ham, "dearly."
ham, "dearly.otprints"
ham, "dearmpty"
ham, "dearoa"
ham, "dears"
ham, "dearthe"
ham, "dearving"
ham, "dearxt"
ham, "death"
ham, "debating"
ham, "dec"
ham, "decades..!"
ham, "decide"
ham, "decide...ave"
ham, "decided"
ham, "deciding"
ham, "decimal"
ham, "decision"
ham, "decision,"
ham, "decision?emember"
ham, "decisions"
ham, "decking?"
ham, "decorating)from"
ham, "ded"
ham, "dedicate"
ham, "dedicated"
ham, "deduct"
ham, "deep"
ham, "deep."
ham, "deepak"
ham, "deer"
ham, "def"
ham, "defeat"
ham, "defer"
ham, "definite"
ham, "definitly"
ham, "degree."
ham, "degrees.2"
ham, "dehydrated.ality"
ham, "dehydration"
ham, "delay."
ham, "delayed"
ham, "delete"
ham, "deleted"
ham, "delicious"
ham, "deliver"
ham, "dem!!!l"
ham, "dem!!!r"
ham, "dem!!!ur"
ham, "dem."
ham, "demand"
ham, "den"
ham, "den,"
ham, "den..."
ham, "dengra.uthi"
ham, "denis"
ham, "dent!"
ham, "dental"
ham, "dentist."
ham, "dentists"
ham, "denying"
ham, "department"
ham, "department,"
ham, "dependentsit"
ham, "depends"
ham, "depends."
ham, "deposit"
ham, "deposited"
ham, "depressed"
ham, "depressed."
ham, "depression"
ham, "der.."
ham, "derek"
ham, "derek's"
ham, "derstand?"
ham, "describe"
ham, "description"
ham, "desert"
ham, "desert."
ham, "deserve."
ham, "desk"
ham, "desparate"
ham, "desparately"
